Date,Open,High,Low,Close,Adj Close,Volume
01-10-2019,"8,299.72","8,497.69","8,232.68","8,343.28","8,343.28","15,30,53,43,413"
30-09-2019,"8,104.23","8,314.23","7,830.76","8,293.87","8,293.87","17,11,54,74,183"
29-09-2019,"8,246.04","8,261.71","7,990.50","8,104.19","8,104.19","13,03,46,29,109"
28-09-2019,"8,251.27","8,285.62","8,125.43","8,245.92","8,245.92","14,14,11,52,736"
27-09-2019,"8,113.10","8,271.52","7,965.92","8,251.85","8,251.85","16,40,89,41,156"
26-09-2019,"8,487.67","8,515.69","7,895.63","8,118.97","8,118.97","19,25,82,05,289"
25-09-2019,"8,603.43","8,744.83","8,325.40","8,486.99","8,486.99","21,74,47,28,353"
24-09-2019,"9,729.32","9,804.32","8,370.80","8,620.57","8,620.57","25,00,28,86,689"
23-09-2019,"10,067.96","10,074.24","9,727.14","9,729.32","9,729.32","15,14,49,25,408"
22-09-2019,"10,024.12","10,074.44","9,922.53","10,070.39","10,070.39","13,19,96,51,698"
21-09-2019,"10,183.65","10,188.10","10,000.71","10,019.72","10,019.72","13,42,52,66,806"
20-09-2019,"10,266.32","10,285.87","10,132.19","10,181.64","10,181.64","14,73,41,89,639"
19-09-2019,"10,200.50","10,295.67","9,851.69","10,266.42","10,266.42","19,93,76,91,247"
18-09-2019,"10,247.80","10,275.93","10,191.47","10,198.25","10,198.25","16,16,92,68,880"
17-09-2019,"10,281.51","10,296.77","10,199.74","10,241.27","10,241.27","15,30,46,03,363"
16-09-2019,"10,347.22","10,386.87","10,189.74","10,276.79","10,276.79","15,16,01,67,779"
15-09-2019,"10,356.47","10,387.04","10,313.09","10,347.71","10,347.71","12,04,34,33,567"
14-09-2019,"10,345.40","10,422.13","10,291.69","10,358.05","10,358.05","13,46,87,13,124"
13-09-2019,"10,415.36","10,441.49","10,226.60","10,360.55","10,360.55","14,10,98,64,675"
12-09-2019,"10,176.82","10,442.25","10,099.24","10,410.13","10,410.13","15,32,35,63,925"
11-09-2019,"10,123.04","10,215.95","9,980.78","10,178.37","10,178.37","15,42,80,63,426"
10-09-2019,"10,336.41","10,394.35","10,020.57","10,115.98","10,115.98","14,90,68,09,639"
09-09-2019,"10,443.23","10,450.31","10,144.93","10,334.97","10,334.97","17,59,59,43,368"
08-09-2019,"10,518.11","10,595.64","10,409.09","10,441.28","10,441.28","13,67,05,67,493"
07-09-2019,"10,353.93","10,558.67","10,348.92","10,517.25","10,517.25","15,30,73,66,476"
06-09-2019,"10,578.20","10,898.76","10,292.30","10,353.30","10,353.30","19,53,65,74,783"
05-09-2019,"10,588.18","10,627.27","10,516.42","10,575.53","10,575.53","14,55,12,39,508"
04-09-2019,"10,621.18","10,762.64","10,434.71","10,594.49","10,594.49","16,74,26,64,769"
03-09-2019,"10,345.73","10,736.10","10,308.55","10,623.54","10,623.54","19,38,49,17,989"
02-09-2019,"9,757.47","10,396.59","9,730.65","10,346.76","10,346.76","17,24,81,02,294"
01-09-2019,"9,630.59","9,796.76","9,582.94","9,757.97","9,757.97","11,44,53,55,859"
31-08-2019,"9,597.54","9,673.22","9,531.80","9,630.66","9,630.66","11,45,48,06,419"
30-08-2019,"9,514.84","9,656.12","9,428.30","9,598.17","9,598.17","13,59,52,63,986"
29-08-2019,"9,756.79","9,756.79","9,421.63","9,510.20","9,510.20","17,04,58,78,501"
28-08-2019,"10,203.43","10,279.37","9,716.66","9,754.42","9,754.42","17,60,37,90,323"
27-08-2019,"10,372.83","10,381.33","10,087.30","10,185.50","10,185.50","14,76,26,09,503"
26-08-2019,"10,126.30","10,512.33","10,126.30","10,370.82","10,370.82","18,43,86,54,080"
25-08-2019,"10,160.74","10,304.62","10,008.79","10,138.52","10,138.52","14,15,38,56,610"
24-08-2019,"10,407.64","10,418.02","9,982.30","10,159.96","10,159.96","15,45,10,30,650"
23-08-2019,"10,136.31","10,442.44","10,078.19","10,407.96","10,407.96","15,62,70,23,886"
22-08-2019,"10,142.52","10,233.00","9,831.46","10,131.06","10,131.06","17,09,75,08,856"
21-08-2019,"10,764.57","10,798.73","9,962.72","10,138.05","10,138.05","19,47,30,84,768"
20-08-2019,"10,916.35","10,947.04","10,618.96","10,763.23","10,763.23","15,05,30,82,175"
19-08-2019,"10,350.28","10,916.05","10,313.20","10,916.05","10,916.05","16,03,82,64,603"
18-08-2019,"10,233.01","10,487.07","10,119.09","10,345.81","10,345.81","12,99,98,13,869"
17-08-2019,"10,358.72","10,452.63","10,086.70","10,231.74","10,231.74","13,77,80,35,685"
16-08-2019,"10,319.42","10,524.35","9,855.48","10,374.34","10,374.34","20,22,82,07,096"
15-08-2019,"10,038.42","10,437.41","9,675.32","10,311.55","10,311.55","22,89,91,15,082"
14-08-2019,"10,889.49","10,889.56","10,028.14","10,051.70","10,051.70","19,99,08,38,300"
13-08-2019,"11,385.05","11,420.05","10,830.33","10,895.83","10,895.83","16,68,15,03,537"
12-08-2019,"11,528.19","11,528.19","11,320.95","11,382.62","11,382.62","13,64,71,98,229"
11-08-2019,"11,349.74","11,523.58","11,248.29","11,523.58","11,523.58","15,77,43,71,518"
10-08-2019,"11,861.56","11,915.66","11,323.90","11,354.02","11,354.02","18,12,53,55,447"
09-08-2019,"11,953.47","11,970.46","11,709.75","11,862.94","11,862.94","18,33,99,89,960"
08-08-2019,"11,954.04","11,979.42","11,556.17","11,966.41","11,966.41","19,48,15,91,730"
07-08-2019,"11,476.19","12,036.99","11,433.70","11,941.97","11,941.97","22,19,49,88,641"
06-08-2019,"11,811.54","12,273.82","11,290.73","11,478.17","11,478.17","23,63,51,07,660"
05-08-2019,"10,960.74","11,895.09","10,960.74","11,805.65","11,805.65","23,87,59,88,832"
04-08-2019,"10,821.63","11,009.21","10,620.28","10,970.18","10,970.18","16,53,08,94,787"
03-08-2019,"10,519.28","10,946.78","10,503.50","10,821.73","10,821.73","15,35,26,85,061"
02-08-2019,"10,402.04","10,657.95","10,371.01","10,518.17","10,518.17","17,48,90,94,082"
01-08-2019,"10,077.44","10,446.92","9,922.02","10,399.67","10,399.67","17,16,53,37,858"
31-07-2019,"9,604.05","10,085.63","9,598.10","10,085.63","10,085.63","16,63,15,20,648"
30-07-2019,"9,522.33","9,701.76","9,437.34","9,607.42","9,607.42","13,82,98,11,132"
29-07-2019,"9,548.18","9,681.65","9,472.95","9,519.15","9,519.15","13,79,14,45,323"
28-07-2019,"9,491.63","9,575.54","9,252.30","9,552.86","9,552.86","13,73,86,87,093"
27-07-2019,"9,871.17","10,167.32","9,411.52","9,477.68","9,477.68","16,81,78,09,536"
26-07-2019,"9,913.13","9,916.52","9,717.98","9,870.30","9,870.30","14,49,57,14,483"
25-07-2019,"9,809.10","10,154.25","9,773.96","9,911.84","9,911.84","15,82,19,52,090"
24-07-2019,"9,887.73","9,908.80","9,614.31","9,811.93","9,811.93","17,39,87,34,322"
23-07-2019,"10,346.75","10,346.75","9,883.59","9,900.77","9,900.77","17,85,19,16,995"
22-07-2019,"10,596.95","10,651.79","10,154.92","10,343.11","10,343.11","16,33,44,14,913"
21-07-2019,"10,777.53","10,841.89","10,389.60","10,599.11","10,599.11","17,13,05,80,467"
20-07-2019,"10,525.82","11,048.66","10,451.28","10,767.14","10,767.14","20,20,66,15,155"
19-07-2019,"10,653.96","10,716.98","10,229.63","10,530.73","10,530.73","20,72,74,26,310"
18-07-2019,"9,698.50","10,736.84","9,376.80","10,666.48","10,666.48","25,18,70,24,648"
17-07-2019,"9,471.21","9,963.13","9,163.13","9,693.80","9,693.80","24,56,99,21,549"
16-07-2019,"10,896.65","10,996.63","9,448.11","9,477.64","9,477.64","24,15,11,99,070"
15-07-2019,"10,257.84","11,052.77","9,992.01","10,895.09","10,895.09","25,38,40,47,207"
14-07-2019,"11,381.02","11,451.20","10,234.58","10,256.06","10,256.06","22,48,60,00,001"
13-07-2019,"11,813.13","11,841.96","10,908.48","11,392.38","11,392.38","21,04,26,16,384"
12-07-2019,"11,354.30","11,905.49","11,179.14","11,815.99","11,815.99","23,53,46,92,797"
11-07-2019,"12,139.71","12,144.62","11,158.92","11,358.66","11,358.66","28,59,53,27,690"
10-07-2019,"12,571.54","13,129.53","11,710.98","12,156.51","12,156.51","33,62,75,74,244"
09-07-2019,"12,284.33","12,779.13","12,233.26","12,573.81","12,573.81","28,16,79,21,523"
08-07-2019,"11,446.60","12,345.83","11,393.37","12,285.96","12,285.96","23,48,25,51,458"
07-07-2019,"11,217.62","11,541.62","11,148.80","11,450.85","11,450.85","19,36,90,44,277"
06-07-2019,"10,982.54","11,620.96","10,982.54","11,208.55","11,208.55","21,09,20,24,306"
05-07-2019,"11,203.10","11,395.66","10,874.96","10,978.46","10,978.46","23,83,84,80,210"
04-07-2019,"11,972.72","12,006.08","11,166.57","11,215.44","11,215.44","25,92,02,94,033"
03-07-2019,"10,818.16","11,968.08","10,818.16","11,961.27","11,961.27","30,79,64,94,294"
02-07-2019,"10,588.68","10,912.19","9,737.88","10,801.68","10,801.68","31,01,58,95,223"
01-07-2019,"10,796.93","11,206.44","10,089.31","10,583.13","10,583.13","29,37,85,89,324"
30-06-2019,"11,931.99","12,178.38","10,799.01","10,817.16","10,817.16","27,25,64,73,494"
29-06-2019,"12,400.76","12,400.91","11,508.38","11,959.37","11,959.37","29,92,39,61,128"
28-06-2019,"11,162.17","12,445.17","10,914.50","12,407.33","12,407.33","35,08,77,57,766"
27-06-2019,"13,017.13","13,311.14","10,491.85","11,182.81","11,182.81","39,97,74,75,223"
26-06-2019,"11,778.58","13,796.49","11,755.60","13,016.23","13,016.23","45,10,57,33,173"
25-06-2019,"11,007.20","11,790.92","11,007.20","11,790.92","11,790.92","24,87,96,84,533"
24-06-2019,"10,853.74","11,065.90","10,610.43","11,011.10","11,011.10","19,27,16,52,365"
23-06-2019,"10,696.69","11,246.14","10,556.10","10,855.37","10,855.37","20,99,83,26,502"
22-06-2019,"10,175.92","11,157.35","10,107.04","10,701.69","10,701.69","29,99,52,04,861"
21-06-2019,"9,525.07","10,144.56","9,525.07","10,144.56","10,144.56","20,62,40,08,643"
20-06-2019,"9,273.06","9,594.42","9,232.48","9,527.16","9,527.16","17,84,68,23,784"
19-06-2019,"9,078.73","9,299.62","9,070.40","9,273.52","9,273.52","15,54,68,09,946"
18-06-2019,"9,335.47","9,348.37","9,004.90","9,081.76","9,081.76","15,84,82,10,536"
17-06-2019,"8,988.92","9,416.41","8,988.92","9,320.35","9,320.35","15,56,29,51,919"
16-06-2019,"8,841.44","9,335.87","8,814.56","8,994.49","8,994.49","23,34,85,50,311"
15-06-2019,"8,689.75","8,859.13","8,618.40","8,838.38","8,838.38","18,37,10,33,226"
14-06-2019,"8,230.90","8,710.64","8,183.39","8,693.83","8,693.83","19,83,11,62,906"
13-06-2019,"8,145.55","8,311.57","8,087.06","8,230.92","8,230.92","18,66,94,07,147"
12-06-2019,"7,925.43","8,196.65","7,862.36","8,145.86","8,145.86","19,03,44,32,883"
11-06-2019,"8,004.24","8,026.39","7,772.80","7,927.71","7,927.71","17,10,72,79,932"
10-06-2019,"7,692.28","8,031.91","7,586.73","8,000.33","8,000.33","18,68,92,75,117"
09-06-2019,"7,949.67","7,975.97","7,583.22","7,688.08","7,688.08","16,61,07,26,547"
08-06-2019,"8,036.77","8,076.89","7,837.61","7,954.13","7,954.13","16,52,27,22,810"
07-06-2019,"7,826.90","8,126.15","7,788.37","8,043.95","8,043.95","19,14,14,23,231"
06-06-2019,"7,819.63","7,937.34","7,571.47","7,822.02","7,822.02","19,47,46,11,077"
05-06-2019,"7,704.34","7,901.85","7,668.67","7,824.23","7,824.23","21,76,09,23,463"
04-06-2019,"8,210.99","8,210.99","7,564.49","7,707.77","7,707.77","24,60,97,31,549"
03-06-2019,"8,741.75","8,743.50","8,204.19","8,209.00","8,209.00","22,00,45,11,436"
02-06-2019,"8,565.47","8,809.30","8,561.24","8,742.96","8,742.96","20,26,62,16,022"
01-06-2019,"8,573.84","8,625.60","8,481.58","8,564.02","8,564.02","22,48,83,03,544"
31-05-2019,"8,320.29","8,586.66","8,172.55","8,574.50","8,574.50","25,36,51,90,957"
30-05-2019,"8,661.76","9,008.31","8,221.27","8,319.47","8,319.47","29,24,65,28,551"
29-05-2019,"8,718.59","8,755.85","8,482.73","8,659.49","8,659.49","23,47,34,79,966"
28-05-2019,"8,802.76","8,807.02","8,634.72","8,719.96","8,719.96","24,22,69,19,267"
27-05-2019,"8,674.07","8,907.17","8,668.71","8,805.78","8,805.78","27,94,98,39,564"
26-05-2019,"8,055.21","8,687.52","7,924.67","8,673.22","8,673.22","26,67,79,70,091"
25-05-2019,"7,991.89","8,117.93","7,965.98","8,052.54","8,052.54","22,25,68,13,107"
24-05-2019,"7,881.70","8,140.72","7,824.45","7,987.37","7,987.37","25,91,91,26,991"
23-05-2019,"7,677.27","7,943.79","7,533.20","7,881.85","7,881.85","24,45,71,07,820"
22-05-2019,"7,956.29","7,997.61","7,615.99","7,680.07","7,680.07","24,71,94,73,175"
21-05-2019,"7,977.97","8,062.17","7,843.34","7,963.33","7,963.33","25,12,72,45,056"
20-05-2019,"8,196.92","8,200.97","7,678.78","7,978.31","7,978.31","23,84,34,04,340"
19-05-2019,"7,267.96","8,261.94","7,267.96","8,197.69","8,197.69","25,90,24,22,040"
18-05-2019,"7,341.66","7,447.27","7,251.50","7,271.21","7,271.21","21,35,42,86,562"
17-05-2019,"7,886.93","7,929.15","7,038.12","7,343.90","7,343.90","30,06,66,44,905"
16-05-2019,"8,194.50","8,320.82","7,729.61","7,884.91","7,884.91","33,16,71,97,581"
15-05-2019,"7,989.37","8,216.42","7,899.11","8,205.17","8,205.17","28,34,41,12,920"
14-05-2019,"7,807.88","8,268.71","7,696.39","7,994.42","7,994.42","32,03,14,52,227"
13-05-2019,"6,971.18","8,047.41","6,898.28","7,814.92","7,814.92","28,67,76,72,181"
12-05-2019,"7,203.51","7,503.87","6,815.77","6,972.37","6,972.37","27,77,33,33,680"
11-05-2019,"6,379.67","7,333.00","6,375.70","7,204.77","7,204.77","28,86,75,62,329"
10-05-2019,"6,175.82","6,434.62","6,161.52","6,378.85","6,378.85","19,41,98,75,368"
09-05-2019,"5,982.32","6,183.04","5,982.32","6,174.53","6,174.53","16,78,46,45,411"
08-05-2019,"5,849.48","5,989.98","5,794.72","5,982.46","5,982.46","15,32,06,05,300"
07-05-2019,"5,745.60","5,988.18","5,741.40","5,829.50","5,829.50","18,02,64,09,033"
06-05-2019,"5,791.69","5,802.96","5,653.69","5,746.81","5,746.81","15,73,71,71,804"
05-05-2019,"5,831.07","5,833.86","5,708.04","5,795.71","5,795.71","14,80,88,30,723"
04-05-2019,"5,769.20","5,886.89","5,645.47","5,831.17","5,831.17","17,56,77,80,766"
03-05-2019,"5,505.55","5,865.88","5,490.20","5,768.29","5,768.29","18,72,07,80,006"
02-05-2019,"5,402.42","5,522.26","5,394.22","5,505.28","5,505.28","14,64,44,60,907"
01-05-2019,"5,350.91","5,418.00","5,347.65","5,402.70","5,402.70","13,67,95,28,236"
30-04-2019,"5,247.73","5,363.26","5,224.19","5,350.73","5,350.73","13,87,89,64,574"
29-04-2019,"5,284.86","5,311.27","5,216.49","5,247.35","5,247.35","13,73,54,90,672"
28-04-2019,"5,271.75","5,326.23","5,255.68","5,285.14","5,285.14","12,81,99,92,056"
27-04-2019,"5,279.47","5,310.75","5,233.64","5,268.29","5,268.29","13,11,12,74,675"
26-04-2019,"5,210.30","5,383.63","5,177.37","5,279.35","5,279.35","16,81,21,08,040"
25-04-2019,"5,466.52","5,542.24","5,181.34","5,210.52","5,210.52","15,33,02,83,408"
24-04-2019,"5,571.51","5,642.04","5,418.26","5,464.87","5,464.87","17,04,80,33,399"
23-04-2019,"5,399.37","5,633.80","5,389.41","5,572.36","5,572.36","15,86,73,08,108"
22-04-2019,"5,312.49","5,422.69","5,280.28","5,399.37","5,399.37","14,60,16,31,648"
21-04-2019,"5,335.88","5,359.92","5,257.34","5,314.53","5,314.53","13,73,18,44,223"
20-04-2019,"5,304.16","5,358.49","5,295.88","5,337.89","5,337.89","13,16,96,47,522"
19-04-2019,"5,298.15","5,336.68","5,233.33","5,303.81","5,303.81","13,78,02,38,655"
18-04-2019,"5,251.48","5,319.99","5,250.51","5,298.39","5,298.39","13,25,64,89,918"
17-04-2019,"5,236.14","5,274.28","5,219.21","5,251.94","5,251.94","12,43,84,80,677"
16-04-2019,"5,066.58","5,238.95","5,055.19","5,235.56","5,235.56","11,61,86,60,197"
15-04-2019,"5,167.32","5,196.61","5,024.07","5,067.11","5,067.11","12,29,01,55,061"
14-04-2019,"5,095.76","5,184.02","5,053.57","5,167.72","5,167.72","10,39,19,52,498"
13-04-2019,"5,088.85","5,127.12","5,061.59","5,096.59","5,096.59","10,82,32,89,598"
12-04-2019,"5,061.20","5,103.27","4,955.85","5,089.54","5,089.54","13,67,52,06,312"
11-04-2019,"5,325.08","5,354.23","5,017.30","5,064.49","5,064.49","16,55,56,16,019"
10-04-2019,"5,204.11","5,421.65","5,193.38","5,324.55","5,324.55","15,50,45,90,933"
09-04-2019,"5,289.92","5,289.92","5,167.42","5,204.96","5,204.96","14,72,21,04,361"
08-04-2019,"5,199.84","5,318.84","5,148.21","5,289.77","5,289.77","17,15,41,13,634"
07-04-2019,"5,062.79","5,235.19","5,050.41","5,198.90","5,198.90","16,65,54,16,140"
06-04-2019,"5,036.79","5,205.82","4,992.22","5,059.82","5,059.82","16,92,97,95,194"
05-04-2019,"4,922.81","5,053.51","4,919.49","5,036.68","5,036.68","16,83,73,25,387"
04-04-2019,"4,971.31","5,063.16","4,836.79","4,922.80","4,922.80","18,25,18,10,240"
03-04-2019,"4,879.96","5,307.00","4,876.62","4,973.02","4,973.02","22,89,98,91,582"
02-04-2019,"4,156.92","4,905.95","4,155.32","4,879.88","4,879.88","21,31,50,47,816"
01-04-2019,"4,105.36","4,164.95","4,096.90","4,158.18","4,158.18","10,15,77,94,171"
31-03-2019,"4,105.46","4,113.02","4,094.10","4,105.40","4,105.40","9,04,51,22,443"
30-03-2019,"4,092.14","4,296.81","4,053.91","4,106.66","4,106.66","9,73,26,88,060"
29-03-2019,"4,068.30","4,113.50","4,034.10","4,098.37","4,098.37","10,91,86,65,557"
28-03-2019,"4,087.58","4,094.90","4,040.27","4,069.11","4,069.11","9,35,39,15,899"
27-03-2019,"3,984.24","4,087.07","3,977.81","4,087.07","4,087.07","10,89,71,31,934"
26-03-2019,"3,969.23","3,985.08","3,944.75","3,985.08","3,985.08","10,70,76,78,815"
25-03-2019,"4,024.11","4,038.84","3,934.03","3,963.07","3,963.07","10,35,98,18,883"
24-03-2019,"4,035.16","4,040.70","4,006.19","4,022.17","4,022.17","9,14,48,51,065"
23-03-2019,"4,022.71","4,049.88","4,015.96","4,035.83","4,035.83","9,57,88,50,549"
22-03-2019,"4,028.51","4,053.91","4,021.54","4,023.97","4,023.97","9,25,29,35,969"
21-03-2019,"4,083.95","4,097.36","4,005.15","4,029.33","4,029.33","10,83,12,12,662"
20-03-2019,"4,070.79","4,089.46","4,031.11","4,087.48","4,087.48","10,17,59,16,388"
19-03-2019,"4,032.69","4,082.22","4,023.81","4,071.19","4,071.19","9,34,49,19,956"
18-03-2019,"4,029.97","4,071.56","4,009.12","4,032.51","4,032.51","9,64,69,54,186"
17-03-2019,"4,047.72","4,054.12","4,006.41","4,025.23","4,025.23","8,22,16,25,400"
16-03-2019,"3,963.90","4,077.04","3,961.66","4,048.73","4,048.73","9,85,61,66,973"
15-03-2019,"3,926.66","3,968.54","3,914.02","3,960.91","3,960.91","9,39,42,10,605"
14-03-2019,"3,905.58","3,946.50","3,901.30","3,924.37","3,924.37","10,48,07,89,570"
13-03-2019,"3,913.05","3,926.60","3,891.90","3,906.72","3,906.72","9,46,91,84,841"
12-03-2019,"3,903.76","3,926.89","3,863.56","3,909.16","3,909.16","9,80,98,87,079"
11-03-2019,"3,953.74","3,966.38","3,889.24","3,905.23","3,905.23","10,12,59,01,903"
10-03-2019,"3,966.17","3,966.17","3,924.38","3,951.60","3,951.60","9,71,32,67,607"
09-03-2019,"3,894.55","3,987.24","3,892.39","3,963.31","3,963.31","10,79,61,03,518"
08-03-2019,"3,913.23","3,950.43","3,875.23","3,901.13","3,901.13","10,63,86,38,944"
07-03-2019,"3,903.38","3,939.37","3,894.11","3,911.48","3,911.48","9,58,41,65,519"
06-03-2019,"3,897.08","3,919.51","3,871.46","3,903.94","3,903.94","9,17,52,91,529"
05-03-2019,"3,759.83","3,903.92","3,745.18","3,896.38","3,896.38","10,17,41,26,415"
04-03-2019,"3,845.09","3,867.38","3,733.75","3,761.56","3,761.56","9,02,91,75,788"
03-03-2019,"3,862.27","3,875.48","3,836.91","3,847.18","3,847.18","7,25,35,58,152"
02-03-2019,"3,855.32","3,874.61","3,832.13","3,864.42","3,864.42","7,57,87,86,076"
01-03-2019,"3,853.76","3,907.80","3,851.69","3,859.58","3,859.58","7,66,12,47,975"
28-02-2019,"3,848.26","3,906.06","3,845.82","3,854.79","3,854.79","8,39,97,67,798"
27-02-2019,"3,857.48","3,888.80","3,787.06","3,851.05","3,851.05","8,30,13,09,684"
26-02-2019,"3,878.70","3,891.58","3,837.99","3,854.36","3,854.36","7,93,12,18,996"
25-02-2019,"3,807.00","3,913.71","3,807.00","3,882.70","3,882.70","9,31,87,96,067"
24-02-2019,"4,145.46","4,210.64","3,793.71","3,810.43","3,810.43","10,79,42,27,451"
23-02-2019,"3,998.92","4,166.29","3,968.73","4,142.53","4,142.53","8,92,22,58,316"
22-02-2019,"3,952.41","4,006.54","3,950.82","4,005.53","4,005.53","7,82,65,25,254"
21-02-2019,"4,000.26","4,010.01","3,940.11","3,954.12","3,954.12","7,77,51,28,102"
20-02-2019,"3,946.69","4,000.49","3,926.25","3,999.82","3,999.82","8,69,33,73,948"
19-02-2019,"3,911.66","4,010.88","3,908.15","3,947.09","3,947.09","9,93,36,26,655"
18-02-2019,"3,671.37","3,936.67","3,669.98","3,915.71","3,915.71","9,90,82,16,640"
17-02-2019,"3,633.36","3,680.54","3,619.18","3,673.84","3,673.84","7,03,95,12,503"
16-02-2019,"3,615.27","3,652.84","3,615.27","3,629.79","3,629.79","5,93,47,44,052"
15-02-2019,"3,617.37","3,647.80","3,608.21","3,620.81","3,620.81","6,09,19,52,231"
14-02-2019,"3,631.17","3,646.26","3,607.70","3,616.88","3,616.88","6,27,10,44,418"
13-02-2019,"3,653.60","3,669.75","3,617.25","3,632.07","3,632.07","6,43,89,03,823"
12-02-2019,"3,642.75","3,668.59","3,618.56","3,653.53","3,653.53","6,48,03,84,532"
11-02-2019,"3,695.61","3,695.61","3,642.29","3,648.43","3,648.43","6,27,70,56,434"
10-02-2019,"3,673.20","3,695.04","3,640.98","3,690.19","3,690.19","6,28,22,56,903"
09-02-2019,"3,671.59","3,679.94","3,646.56","3,671.20","3,671.20","6,15,88,33,645"
08-02-2019,"3,401.38","3,695.61","3,391.02","3,666.78","3,666.78","7,73,56,23,101"
07-02-2019,"3,414.93","3,427.95","3,394.22","3,399.47","3,399.47","5,00,49,62,683"
06-02-2019,"3,469.09","3,469.09","3,398.57","3,413.77","3,413.77","5,48,21,96,038"
05-02-2019,"3,454.95","3,478.15","3,451.94","3,466.36","3,466.36","5,22,75,49,545"
04-02-2019,"3,467.21","3,476.22","3,442.59","3,459.15","3,459.15","5,33,27,18,886"
03-02-2019,"3,516.14","3,521.39","3,447.92","3,464.01","3,464.01","5,04,39,37,584"
02-02-2019,"3,484.63","3,523.29","3,467.57","3,521.06","3,521.06","5,07,16,23,601"
01-02-2019,"3,460.55","3,501.95","3,431.59","3,487.95","3,487.95","5,42,29,26,707"
31-01-2019,"3,485.41","3,504.80","3,447.92","3,457.79","3,457.79","5,83,11,98,271"
30-01-2019,"3,443.90","3,495.17","3,429.39","3,486.18","3,486.18","5,95,51,12,627"
29-01-2019,"3,468.87","3,476.07","3,400.82","3,448.12","3,448.12","5,89,71,59,493"
28-01-2019,"3,584.28","3,586.75","3,439.23","3,470.45","3,470.45","6,90,89,30,483"
27-01-2019,"3,604.69","3,612.67","3,567.25","3,583.97","3,583.97","5,57,07,52,966"
26-01-2019,"3,599.72","3,654.93","3,593.35","3,602.46","3,602.46","5,09,81,83,235"
25-01-2019,"3,607.39","3,612.93","3,575.60","3,599.77","3,599.77","5,26,58,47,539"
24-01-2019,"3,584.50","3,616.09","3,569.09","3,600.87","3,600.87","5,26,28,69,046"
23-01-2019,"3,605.56","3,623.07","3,565.31","3,585.12","3,585.12","5,43,37,55,649"
22-01-2019,"3,575.08","3,620.75","3,539.72","3,604.58","3,604.58","5,31,36,23,556"
21-01-2019,"3,600.37","3,608.84","3,558.54","3,576.03","3,576.03","5,00,43,47,059"
20-01-2019,"3,725.45","3,743.39","3,583.02","3,601.01","3,601.01","5,58,24,89,560"
19-01-2019,"3,652.38","3,758.53","3,652.38","3,728.57","3,728.57","5,95,56,91,380"
18-01-2019,"3,677.99","3,682.52","3,637.08","3,657.84","3,657.84","5,00,29,61,727"
17-01-2019,"3,651.87","3,680.14","3,621.96","3,678.56","3,678.56","5,46,44,20,383"
16-01-2019,"3,631.51","3,685.78","3,624.67","3,655.01","3,655.01","5,39,44,57,145"
15-01-2019,"3,704.22","3,720.15","3,619.95","3,630.68","3,630.68","5,53,71,92,302"
14-01-2019,"3,557.31","3,727.84","3,552.29","3,706.05","3,706.05","5,65,13,84,490"
13-01-2019,"3,658.87","3,674.76","3,544.93","3,552.95","3,552.95","4,68,13,02,466"
12-01-2019,"3,686.97","3,698.98","3,653.81","3,661.30","3,661.30","4,77,81,70,883"
11-01-2019,"3,674.02","3,713.88","3,653.07","3,687.37","3,687.37","5,53,87,12,865"
10-01-2019,"4,034.41","4,064.07","3,659.17","3,678.92","3,678.92","6,87,41,43,796"
09-01-2019,"4,031.55","4,068.40","4,022.66","4,035.30","4,035.30","5,11,59,05,225"
08-01-2019,"4,028.47","4,109.02","3,996.96","4,030.85","4,030.85","5,30,65,93,305"
07-01-2019,"4,078.58","4,092.61","4,020.89","4,025.25","4,025.25","5,22,86,25,637"
06-01-2019,"3,836.52","4,093.30","3,826.51","4,076.63","4,076.63","5,59,70,27,440"
05-01-2019,"3,851.97","3,904.90","3,836.90","3,845.19","3,845.19","5,13,76,09,824"
04-01-2019,"3,832.04","3,865.93","3,783.85","3,857.72","3,857.72","4,84,79,65,467"
03-01-2019,"3,931.05","3,935.69","3,826.22","3,836.74","3,836.74","4,53,02,15,219"
02-01-2019,"3,849.22","3,947.98","3,817.41","3,943.41","3,943.41","5,24,48,56,836"
01-01-2019,"3,746.71","3,850.91","3,707.23","3,843.52","3,843.52","4,32,42,00,990"
31-12-2018,"3,866.84","3,868.74","3,725.87","3,742.70","3,742.70","4,66,18,40,806"
30-12-2018,"3,822.38","3,901.91","3,797.22","3,865.95","3,865.95","4,77,05,78,575"
29-12-2018,"3,932.49","3,963.76","3,820.41","3,820.41","3,820.41","4,99,16,55,917"
28-12-2018,"3,653.13","3,956.14","3,642.63","3,923.92","3,923.92","5,63,15,54,348"
27-12-2018,"3,854.69","3,874.42","3,645.45","3,654.83","3,654.83","5,13,02,22,366"
26-12-2018,"3,819.67","3,893.36","3,769.86","3,857.30","3,857.30","5,32,65,47,918"
25-12-2018,"4,081.03","4,089.56","3,760.02","3,815.49","3,815.49","6,15,82,07,293"
24-12-2018,"4,000.33","4,271.79","4,000.33","4,078.60","4,078.60","7,24,09,68,501"
23-12-2018,"4,020.99","4,085.72","3,976.41","3,998.98","3,998.98","6,15,12,75,490"
22-12-2018,"3,898.08","4,014.18","3,855.74","4,014.18","4,014.18","5,60,58,23,233"
21-12-2018,"4,133.70","4,198.43","3,850.95","3,896.54","3,896.54","7,20,60,15,706"
