Date,Open,High,Low,Close,Adj Close,Volume
04-10-2023,"27,429.07","27,826.66","27,248.11","27,799.39","27,799.39","11,14,33,55,314"
03-10-2023,"27,508.25","27,667.19","27,216.00","27,429.98","27,429.98","11,40,78,14,187"
02-10-2023,"27,976.80","28,494.46","27,347.79","27,530.79","27,530.79","19,79,30,41,322"
01-10-2023,"26,967.40","28,047.24","26,965.09","27,983.75","27,983.75","9,50,39,17,434"
30-09-2023,"26,911.69","27,091.79","26,888.97","26,967.92","26,967.92","5,33,11,72,801"
29-09-2023,"27,024.84","27,225.94","26,721.76","26,911.72","26,911.72","10,39,64,35,377"
28-09-2023,"26,355.81","27,259.50","26,327.32","27,021.55","27,021.55","14,07,90,02,707"
27-09-2023,"26,209.50","26,817.84","26,111.46","26,352.72","26,352.72","11,71,83,80,997"
26-09-2023,"26,294.76","26,389.88","26,090.71","26,217.25","26,217.25","9,98,54,98,161"
25-09-2023,"26,253.78","26,421.51","26,011.47","26,298.48","26,298.48","11,99,78,33,257"
24-09-2023,"26,579.37","26,716.06","26,221.05","26,256.83","26,256.83","8,19,28,67,686"
23-09-2023,"26,578.56","26,634.19","26,520.52","26,579.39","26,579.39","7,40,47,00,301"
22-09-2023,"26,564.06","26,726.08","26,495.53","26,579.57","26,579.57","10,57,87,46,709"
21-09-2023,"27,129.84","27,152.94","26,389.30","26,567.63","26,567.63","13,37,14,43,708"
20-09-2023,"27,210.23","27,379.51","26,864.08","27,132.01","27,132.01","13,28,11,16,604"
19-09-2023,"26,760.85","27,488.76","26,681.61","27,211.12","27,211.12","13,80,76,90,550"
18-09-2023,"26,532.99","27,414.73","26,415.52","26,754.28","26,754.28","15,61,53,39,655"
17-09-2023,"26,567.93","26,618.00","26,445.07","26,534.19","26,534.19","6,77,42,10,670"
16-09-2023,"26,606.20","26,754.77","26,473.89","26,568.28","26,568.28","7,40,20,31,417"
15-09-2023,"26,533.82","26,840.50","26,240.70","26,608.69","26,608.69","11,47,97,35,788"
14-09-2023,"26,228.28","26,774.62","26,171.45","26,539.67","26,539.67","13,81,13,59,124"
13-09-2023,"25,837.55","26,376.11","25,781.12","26,228.32","26,228.32","13,07,20,77,070"
12-09-2023,"25,160.66","26,451.94","25,133.08","25,833.34","25,833.34","18,65,72,79,324"
11-09-2023,"25,831.71","25,883.95","24,930.30","25,162.65","25,162.65","14,60,00,06,467"
10-09-2023,"25,895.21","25,978.13","25,640.26","25,832.23","25,832.23","7,89,95,53,047"
09-09-2023,"25,905.43","25,921.98","25,810.49","25,895.68","25,895.68","5,48,13,14,132"
08-09-2023,"26,245.21","26,414.01","25,677.48","25,905.65","25,905.65","10,81,73,56,400"
07-09-2023,"25,748.31","26,409.30","25,608.20","26,240.20","26,240.20","11,08,83,07,100"
06-09-2023,"25,783.93","25,953.02","25,404.36","25,753.24","25,753.24","12,75,27,05,327"
05-09-2023,"25,814.96","25,858.38","25,589.99","25,779.98","25,779.98","11,09,47,40,040"
04-09-2023,"25,968.17","26,081.53","25,657.03","25,812.42","25,812.42","10,68,06,35,106"
03-09-2023,"25,869.47","26,087.15","25,817.03","25,969.57","25,969.57","8,96,25,24,523"
02-09-2023,"25,800.91","25,970.29","25,753.09","25,868.80","25,868.80","10,10,03,87,473"
01-09-2023,"25,934.02","26,125.87","25,362.61","25,800.72","25,800.72","17,20,28,62,221"
31-08-2023,"27,301.93","27,456.08","25,752.93","25,931.47","25,931.47","20,18,10,01,451"
30-08-2023,"27,726.08","27,760.16","27,069.21","27,297.27","27,297.27","16,34,36,55,235"
29-08-2023,"26,102.49","28,089.34","25,912.63","27,727.39","27,727.39","29,36,83,91,712"
28-08-2023,"26,089.62","26,198.58","25,880.60","26,106.15","26,106.15","11,00,28,05,166"
27-08-2023,"26,008.24","26,165.37","25,965.10","26,089.69","26,089.69","6,91,37,68,611"
26-08-2023,"26,047.23","26,107.38","25,983.88","26,008.46","26,008.46","6,03,48,17,316"
25-08-2023,"26,163.68","26,248.10","25,786.81","26,047.67","26,047.67","12,40,60,45,118"
24-08-2023,"26,431.52","26,554.91","25,914.93","26,162.37","26,162.37","12,87,15,32,023"
23-08-2023,"26,040.47","26,786.90","25,805.00","26,431.64","26,431.64","16,98,52,65,785"
22-08-2023,"26,130.75","26,135.51","25,520.73","26,031.66","26,031.66","14,50,38,20,706"
21-08-2023,"26,188.69","26,220.20","25,846.09","26,124.14","26,124.14","13,37,15,57,893"
20-08-2023,"26,096.86","26,260.68","26,004.31","26,189.58","26,189.58","9,03,65,80,420"
19-08-2023,"26,047.83","26,249.45","25,802.41","26,096.21","26,096.21","10,63,14,43,812"
18-08-2023,"26,636.08","26,808.20","25,668.92","26,049.56","26,049.56","24,02,62,36,529"
17-08-2023,"28,699.80","28,745.95","25,409.11","26,664.55","26,664.55","31,12,08,51,211"
16-08-2023,"29,169.07","29,221.98","28,701.78","28,701.78","28,701.78","14,94,92,71,904"
15-08-2023,"29,408.05","29,439.12","29,088.85","29,170.35","29,170.35","12,64,01,95,779"
14-08-2023,"29,283.26","29,660.25","29,124.11","29,408.44","29,408.44","14,01,36,95,304"
13-08-2023,"29,416.59","29,441.43","29,265.81","29,282.91","29,282.91","7,32,98,97,180"
12-08-2023,"29,399.79","29,465.11","29,357.59","29,415.96","29,415.96","6,19,43,58,008"
11-08-2023,"29,424.90","29,517.77","29,253.52","29,397.71","29,397.71","10,19,51,68,197"
10-08-2023,"29,563.97","29,688.56","29,354.45","29,429.59","29,429.59","11,86,53,44,789"
09-08-2023,"29,766.70","30,093.44","29,376.80","29,561.49","29,561.49","18,37,95,21,213"
08-08-2023,"29,180.02","30,176.80","29,113.81","29,765.49","29,765.49","17,57,05,61,357"
07-08-2023,"29,038.51","29,244.28","28,724.14","29,180.58","29,180.58","13,61,81,63,710"
06-08-2023,"29,043.70","29,160.82","28,963.83","29,041.86","29,041.86","7,26,98,06,994"
05-08-2023,"29,075.39","29,102.46","28,957.80","29,042.13","29,042.13","6,59,83,66,353"
04-08-2023,"29,174.38","29,302.08","28,885.34","29,074.09","29,074.09","12,03,66,39,988"
03-08-2023,"29,161.81","29,375.71","28,959.49","29,178.68","29,178.68","12,78,03,57,746"
02-08-2023,"29,704.15","29,988.00","28,946.51","29,151.96","29,151.96","19,21,26,55,598"
01-08-2023,"29,230.87","29,675.73","28,657.02","29,675.73","29,675.73","18,27,23,92,391"
31-07-2023,"29,278.31","29,489.87","29,131.58","29,230.11","29,230.11","11,65,67,81,982"
30-07-2023,"29,357.09","29,443.17","29,059.50","29,275.31","29,275.31","8,67,84,54,527"
29-07-2023,"29,319.45","29,396.84","29,264.17","29,356.92","29,356.92","6,48,17,75,959"
28-07-2023,"29,212.16","29,521.51","29,125.85","29,319.25","29,319.25","11,21,84,74,952"
27-07-2023,"29,353.80","29,560.97","29,099.35","29,210.69","29,210.69","10,77,07,79,217"
26-07-2023,"29,225.76","29,675.55","29,113.91","29,354.97","29,354.97","13,49,75,54,655"
25-07-2023,"29,178.97","29,353.16","29,062.43","29,227.39","29,227.39","10,26,67,72,793"
24-07-2023,"30,081.66","30,093.39","28,934.29","29,176.92","29,176.92","15,39,58,17,395"
23-07-2023,"29,790.11","30,330.64","29,741.53","30,084.54","30,084.54","9,22,01,45,050"
22-07-2023,"29,908.70","29,991.62","29,664.12","29,771.80","29,771.80","7,87,33,00,598"
21-07-2023,"29,805.11","30,046.00","29,733.85","29,908.74","29,908.74","10,97,27,89,818"
20-07-2023,"29,915.25","30,195.53","29,638.10","29,792.02","29,792.02","14,65,52,07,121"
19-07-2023,"29,862.05","30,184.18","29,794.27","29,913.92","29,913.92","12,12,86,02,812"
18-07-2023,"30,147.07","30,233.66","29,556.43","29,856.56","29,856.56","13,13,88,97,269"
17-07-2023,"30,249.63","30,336.40","29,685.78","30,145.89","30,145.89","13,24,01,56,074"
16-07-2023,"30,297.47","30,437.56","30,089.67","30,249.13","30,249.13","8,51,65,64,470"
15-07-2023,"30,331.78","30,407.78","30,263.46","30,295.81","30,295.81","8,01,16,67,756"
14-07-2023,"31,474.72","31,582.25","29,966.39","30,334.07","30,334.07","20,91,79,02,660"
13-07-2023,"30,387.49","31,814.52","30,268.35","31,476.05","31,476.05","23,68,60,79,548"
12-07-2023,"30,622.25","30,959.96","30,228.84","30,391.65","30,391.65","14,80,56,59,717"
11-07-2023,"30,417.63","30,788.31","30,358.10","30,620.95","30,620.95","12,15,18,39,152"
10-07-2023,"30,172.42","31,026.08","29,985.39","30,414.47","30,414.47","14,82,82,09,155"
09-07-2023,"30,291.61","30,427.59","30,085.59","30,171.23","30,171.23","7,90,33,27,692"
08-07-2023,"30,346.92","30,374.44","30,080.16","30,292.54","30,292.54","7,50,93,78,699"
07-07-2023,"29,908.00","30,434.64","29,777.29","30,342.27","30,342.27","13,38,47,70,155"
06-07-2023,"30,507.15","31,460.05","29,892.23","29,909.34","29,909.34","21,12,92,19,509"
05-07-2023,"30,778.72","30,877.33","30,225.61","30,514.17","30,514.17","12,48,16,22,280"
04-07-2023,"31,156.87","31,325.20","30,659.36","30,777.58","30,777.58","12,81,08,28,427"
03-07-2023,"30,624.52","31,375.61","30,586.51","31,156.44","31,156.44","15,27,18,84,873"
02-07-2023,"30,587.27","30,766.14","30,264.02","30,620.77","30,620.77","10,53,34,18,042"
01-07-2023,"30,471.85","30,641.29","30,328.87","30,590.08","30,590.08","9,08,66,06,733"
30-06-2023,"30,441.35","31,256.86","29,600.28","30,477.25","30,477.25","26,38,73,06,197"
29-06-2023,"30,086.19","30,796.25","30,057.20","30,445.35","30,445.35","13,18,08,60,821"
28-06-2023,"30,696.56","30,703.28","29,921.82","30,086.25","30,086.25","14,57,15,00,779"
27-06-2023,"30,274.32","31,006.79","30,236.65","30,688.16","30,688.16","16,42,88,27,944"
26-06-2023,"30,480.52","30,636.03","29,955.74","30,271.13","30,271.13","16,49,31,86,997"
25-06-2023,"30,545.15","31,041.27","30,327.94","30,480.26","30,480.26","12,70,34,64,114"
24-06-2023,"30,708.74","30,804.15","30,290.15","30,548.70","30,548.70","12,14,78,22,496"
23-06-2023,"29,896.38","31,389.54","29,845.21","30,695.47","30,695.47","24,11,55,70,085"
22-06-2023,"29,995.94","30,496.00","29,679.16","29,912.28","29,912.28","20,65,31,60,491"
21-06-2023,"28,311.31","30,737.33","28,283.41","30,027.30","30,027.30","33,34,67,60,979"
20-06-2023,"26,841.66","28,388.97","26,668.79","28,327.49","28,327.49","22,21,18,59,147"
19-06-2023,"26,335.44","26,984.61","26,312.83","26,851.03","26,851.03","12,82,69,86,222"
18-06-2023,"26,510.46","26,675.93","26,325.89","26,336.21","26,336.21","9,56,56,95,129"
17-06-2023,"26,328.68","26,769.39","26,174.49","26,510.68","26,510.68","11,09,02,76,850"
16-06-2023,"25,575.28","26,463.17","25,245.36","26,327.46","26,327.46","16,32,46,46,965"
15-06-2023,"25,121.67","25,735.31","24,797.17","25,576.39","25,576.39","15,83,73,84,409"
14-06-2023,"25,920.26","26,041.80","24,902.15","25,124.68","25,124.68","14,26,57,17,766"
13-06-2023,"25,902.94","26,376.35","25,728.37","25,918.73","25,918.73","14,14,34,74,486"
12-06-2023,"25,934.29","26,087.92","25,675.20","25,902.50","25,902.50","11,67,78,89,997"
11-06-2023,"25,854.03","26,203.44","25,668.99","25,940.17","25,940.17","10,73,26,09,603"
10-06-2023,"26,481.76","26,531.04","25,501.84","25,851.24","25,851.24","19,87,29,33,189"
09-06-2023,"26,505.92","26,770.29","26,339.31","26,480.38","26,480.38","11,01,55,51,640"
08-06-2023,"26,347.65","26,797.51","26,246.66","26,508.22","26,508.22","11,90,48,24,295"
07-06-2023,"27,235.65","27,332.18","26,146.99","26,346.00","26,346.00","19,53,00,45,082"
06-06-2023,"25,732.11","27,313.82","25,434.87","27,238.78","27,238.78","21,92,96,70,693"
05-06-2023,"27,123.11","27,129.98","25,445.17","25,760.10","25,760.10","21,51,32,92,646"
04-06-2023,"27,075.12","27,407.02","26,968.22","27,119.07","27,119.07","9,36,09,12,318"
03-06-2023,"27,252.32","27,317.05","26,958.00","27,075.13","27,075.13","8,38,55,97,470"
02-06-2023,"26,824.56","27,303.86","26,574.64","27,249.59","27,249.59","14,83,74,15,000"
01-06-2023,"27,218.41","27,346.11","26,671.72","26,819.97","26,819.97","14,67,89,70,415"
31-05-2023,"27,700.53","27,831.68","26,866.45","27,219.66","27,219.66","15,65,63,71,534"
30-05-2023,"27,745.12","28,044.76","27,588.50","27,702.35","27,702.35","13,25,10,81,851"
29-05-2023,"28,075.59","28,432.04","27,563.88","27,745.88","27,745.88","15,18,13,08,984"
28-05-2023,"26,871.16","28,193.45","26,802.75","28,085.65","28,085.65","14,54,52,29,578"
27-05-2023,"26,720.18","26,888.88","26,621.14","26,868.35","26,868.35","7,89,20,15,141"
26-05-2023,"26,474.18","26,916.67","26,343.95","26,719.29","26,719.29","12,71,16,19,225"
25-05-2023,"26,329.46","26,591.52","25,890.59","26,476.21","26,476.21","13,85,11,22,697"
24-05-2023,"27,224.60","27,224.60","26,106.58","26,334.82","26,334.82","16,29,91,04,428"
23-05-2023,"26,855.96","27,434.68","26,816.18","27,225.73","27,225.73","13,69,72,03,143"
22-05-2023,"26,749.89","27,045.73","26,549.73","26,851.28","26,851.28","11,05,67,70,492"
21-05-2023,"27,118.42","27,265.92","26,706.92","26,753.83","26,753.83","8,64,74,16,921"
20-05-2023,"26,888.84","27,155.16","26,843.28","27,129.59","27,129.59","7,04,49,11,360"
19-05-2023,"26,826.75","27,128.62","26,700.21","26,890.13","26,890.13","11,25,89,83,301"
18-05-2023,"27,401.65","27,466.53","26,415.10","26,832.21","26,832.21","15,22,29,38,600"
17-05-2023,"27,035.47","27,465.93","26,600.14","27,398.80","27,398.80","15,14,00,06,925"
16-05-2023,"27,171.51","27,299.30","26,878.95","27,036.65","27,036.65","12,73,22,38,816"
15-05-2023,"26,931.38","27,646.35","26,766.10","27,192.69","27,192.69","14,41,32,31,792"
14-05-2023,"26,788.97","27,150.98","26,661.36","26,930.64","26,930.64","10,01,48,58,959"
13-05-2023,"26,807.77","27,030.48","26,710.87","26,784.08","26,784.08","9,99,91,71,605"
12-05-2023,"26,987.66","27,055.65","25,878.43","26,804.99","26,804.99","19,31,35,99,897"
11-05-2023,"27,621.09","27,621.94","26,781.83","27,000.79","27,000.79","16,72,43,43,943"
10-05-2023,"27,654.64","28,322.69","26,883.67","27,621.76","27,621.76","20,65,60,25,026"
09-05-2023,"27,695.07","27,821.40","27,375.60","27,658.78","27,658.78","14,12,85,93,256"
08-05-2023,"28,450.46","28,663.27","27,310.13","27,694.27","27,694.27","19,12,29,03,752"
07-05-2023,"28,901.62","29,157.52","28,441.37","28,454.98","28,454.98","11,30,13,55,486"
06-05-2023,"29,538.86","29,820.13","28,468.97","28,904.62","28,904.62","15,91,38,66,714"
05-05-2023,"28,851.48","29,668.91","28,845.51","29,534.38","29,534.38","17,93,65,66,518"
04-05-2023,"29,031.30","29,353.19","28,694.04","28,847.71","28,847.71","15,54,86,78,514"
03-05-2023,"28,680.49","29,259.53","28,178.39","29,006.31","29,006.31","19,12,29,72,518"
02-05-2023,"28,087.18","28,881.30","27,924.12","28,680.54","28,680.54","16,43,29,24,527"
01-05-2023,"29,227.10","29,329.94","27,680.79","28,091.57","28,091.57","18,65,55,99,976"
30-04-2023,"29,245.52","29,952.03","29,114.02","29,268.81","29,268.81","14,65,21,99,272"
29-04-2023,"29,336.57","29,452.46","29,088.04","29,248.49","29,248.49","10,66,26,34,333"
28-04-2023,"29,481.01","29,572.79","28,929.61","29,340.26","29,340.26","17,54,44,64,887"
27-04-2023,"28,428.46","29,871.55","28,402.89","29,473.79","29,473.79","27,15,34,45,027"
26-04-2023,"28,300.06","29,995.84","27,324.55","28,422.70","28,422.70","31,85,42,42,019"
25-04-2023,"27,514.87","28,371.08","27,207.93","28,307.60","28,307.60","17,73,33,73,139"
24-04-2023,"27,591.73","27,979.98","27,070.85","27,525.34","27,525.34","17,70,32,88,330"
23-04-2023,"27,816.14","27,820.24","27,400.31","27,591.38","27,591.38","12,78,54,46,832"
22-04-2023,"27,265.89","27,872.14","27,169.57","27,817.50","27,817.50","13,12,57,34,602"
21-04-2023,"28,249.23","28,349.97","27,177.37","27,276.91","27,276.91","20,75,95,04,330"
20-04-2023,"28,823.68","29,076.40","28,037.26","28,245.99","28,245.99","21,34,03,60,360"
19-04-2023,"30,394.19","30,411.05","28,669.90","28,822.68","28,822.68","24,57,15,65,421"
18-04-2023,"29,449.09","30,470.30","29,154.85","30,397.55","30,397.55","19,48,05,29,496"
17-04-2023,"30,317.15","30,319.20","29,275.37","29,445.04","29,445.04","17,87,21,86,762"
16-04-2023,"30,315.98","30,555.54","30,157.83","30,315.36","30,315.36","12,85,48,16,417"
15-04-2023,"30,490.75","30,601.74","30,245.88","30,318.50","30,318.50","11,94,06,85,378"
14-04-2023,"30,409.56","31,005.61","30,044.50","30,485.70","30,485.70","22,65,99,95,079"
13-04-2023,"29,892.74","30,539.85","29,878.62","30,399.07","30,399.07","17,48,77,21,001"
12-04-2023,"30,231.58","30,462.48","29,725.57","30,139.05","30,139.05","18,65,19,29,926"
11-04-2023,"29,653.68","30,509.08","29,609.30","30,235.06","30,235.06","20,12,12,59,843"
10-04-2023,"28,336.03","29,771.46","28,189.27","29,652.98","29,652.98","19,28,24,00,094"
09-04-2023,"27,952.37","28,532.83","27,828.48","28,333.05","28,333.05","12,17,53,22,951"
08-04-2023,"27,920.51","28,159.86","27,883.39","27,947.79","27,947.79","9,37,32,55,556"
07-04-2023,"28,038.97","28,111.59","27,794.03","27,925.86","27,925.86","10,86,16,80,497"
06-04-2023,"28,175.23","28,178.38","27,738.76","28,044.14","28,044.14","13,83,78,09,380"
05-04-2023,"28,169.73","28,739.24","27,843.76","28,177.98","28,177.98","17,05,23,15,986"
04-04-2023,"27,795.27","28,433.74","27,681.30","28,168.09","28,168.09","15,28,45,38,859"
03-04-2023,"28,183.08","28,475.62","27,276.72","27,790.22","27,790.22","19,55,65,01,327"
02-04-2023,"28,462.85","28,518.96","27,884.09","28,199.31","28,199.31","12,28,46,41,999"
01-04-2023,"28,473.33","28,802.46","28,297.17","28,411.04","28,411.04","10,87,64,69,901"
31-03-2023,"28,032.26","28,639.90","27,583.71","28,478.48","28,478.48","19,00,13,27,598"
30-03-2023,"28,350.14","29,159.90","27,720.16","28,033.56","28,033.56","22,43,53,49,951"
29-03-2023,"27,267.03","28,619.54","27,259.66","28,348.44","28,348.44","20,68,49,45,906"
28-03-2023,"27,132.89","27,460.72","26,677.82","27,268.13","27,268.13","17,78,36,00,385"
27-03-2023,"27,994.07","28,037.93","26,606.69","27,139.89","27,139.89","18,18,88,95,178"
26-03-2023,"27,495.52","28,178.14","27,445.05","27,994.33","27,994.33","13,87,83,63,192"
25-03-2023,"27,487.34","27,791.83","27,196.23","27,494.71","27,494.71","13,38,30,05,987"
24-03-2023,"28,324.11","28,388.44","27,039.27","27,493.29","27,493.29","25,98,03,10,960"
23-03-2023,"27,301.96","28,729.84","27,183.36","28,333.97","28,333.97","24,22,04,33,689"
22-03-2023,"28,158.72","28,803.34","26,760.00","27,307.44","27,307.44","33,38,20,21,890"
21-03-2023,"27,768.39","28,439.56","27,439.65","28,175.82","28,175.82","36,10,21,92,830"
20-03-2023,"28,041.60","28,527.72","27,242.88","27,767.24","27,767.24","44,77,40,27,664"
19-03-2023,"26,969.50","28,440.56","26,907.72","28,038.68","28,038.68","37,76,94,48,859"
18-03-2023,"27,448.12","27,725.95","26,636.26","26,965.88","26,965.88","35,72,30,36,817"
17-03-2023,"25,055.12","27,787.81","24,955.17","27,423.93","27,423.93","50,73,02,61,335"
16-03-2023,"24,373.46","25,190.33","24,225.11","25,052.79","25,052.79","33,86,60,61,747"
15-03-2023,"24,770.93","25,240.62","23,964.91","24,375.96","24,375.96","43,65,57,01,450"
14-03-2023,"24,201.77","26,514.72","24,081.18","24,746.07","24,746.07","54,62,22,30,164"
13-03-2023,"22,156.41","24,550.84","21,918.20","24,197.53","24,197.53","49,46,63,62,688"
12-03-2023,"20,628.03","22,185.03","20,448.81","22,163.95","22,163.95","29,27,90,35,521"
11-03-2023,"20,187.88","20,792.53","20,068.66","20,632.41","20,632.41","30,18,02,88,176"
10-03-2023,"20,367.00","20,370.60","19,628.25","20,187.24","20,187.24","39,57,82,57,695"
09-03-2023,"21,720.08","21,802.72","20,210.31","20,363.02","20,363.02","30,36,46,64,171"
08-03-2023,"22,216.44","22,268.90","21,708.05","21,718.08","21,718.08","22,53,65,75,684"
07-03-2023,"22,428.32","22,527.42","22,011.26","22,219.77","22,219.77","22,76,54,52,204"
06-03-2023,"22,436.82","22,584.29","22,331.31","22,429.76","22,429.76","17,35,31,92,895"
05-03-2023,"22,354.14","22,613.69","22,307.14","22,435.51","22,435.51","13,31,70,01,733"
04-03-2023,"22,362.92","22,405.18","22,198.98","22,353.35","22,353.35","11,16,60,12,913"
03-03-2023,"23,476.63","23,479.35","22,213.24","22,362.68","22,362.68","26,06,24,04,610"
02-03-2023,"23,647.02","23,739.14","23,245.02","23,475.47","23,475.47","20,38,63,98,516"
01-03-2023,"23,150.93","23,880.63","23,088.63","23,646.55","23,646.55","24,66,28,41,200"
28-02-2023,"23,521.84","23,585.38","23,077.65","23,147.35","23,147.35","20,53,53,63,434"
27-02-2023,"23,561.45","23,857.89","23,205.88","23,522.87","23,522.87","22,66,07,63,494"
26-02-2023,"23,174.15","23,654.37","23,084.22","23,561.21","23,561.21","16,64,45,34,842"
25-02-2023,"23,200.13","23,210.21","22,861.56","23,175.38","23,175.38","16,10,07,21,565"
24-02-2023,"23,946.01","24,103.71","23,007.07","23,198.13","23,198.13","26,81,17,44,928"
23-02-2023,"24,190.72","24,572.09","23,693.92","23,947.49","23,947.49","30,47,62,64,066"
22-02-2023,"24,437.42","24,472.34","23,644.32","24,188.84","24,188.84","30,19,99,96,781"
21-02-2023,"24,833.05","25,126.85","24,200.36","24,436.35","24,436.35","31,25,20,98,714"
20-02-2023,"24,336.62","25,020.46","23,927.91","24,829.15","24,829.15","28,98,73,76,573"
19-02-2023,"24,640.03","25,093.05","24,327.64","24,327.64","24,327.64","25,55,51,05,670"
18-02-2023,"24,565.30","24,798.84","24,468.37","24,641.28","24,641.28","19,62,54,27,158"
17-02-2023,"23,621.28","24,924.04","23,460.76","24,565.60","24,565.60","41,35,84,51,255"
16-02-2023,"24,307.35","25,134.12","23,602.52","23,623.47","23,623.47","39,31,66,64,596"
15-02-2023,"22,220.59","24,307.84","22,082.77","24,307.84","24,307.84","32,48,33,12,909"
14-02-2023,"21,801.82","22,293.14","21,632.39","22,220.80","22,220.80","26,79,25,96,581"
13-02-2023,"21,787.00","21,898.41","21,460.09","21,808.10","21,808.10","23,91,87,42,607"
12-02-2023,"21,870.90","22,060.99","21,682.83","21,788.20","21,788.20","17,82,10,46,406"
11-02-2023,"21,651.84","21,891.41","21,618.45","21,870.88","21,870.88","16,35,62,26,232"
10-02-2023,"21,819.01","21,941.19","21,539.39","21,651.18","21,651.18","27,07,84,06,594"
09-02-2023,"22,946.57","22,996.44","21,773.97","21,819.04","21,819.04","32,57,25,72,185"
08-02-2023,"23,263.42","23,367.96","22,731.10","22,939.40","22,939.40","25,37,13,67,758"
07-02-2023,"22,757.27","23,310.97","22,756.26","23,264.29","23,264.29","27,18,79,64,471"
06-02-2023,"22,954.02","23,119.28","22,692.03","22,760.11","22,760.11","23,82,50,06,542"
05-02-2023,"23,332.25","23,423.44","22,841.76","22,955.67","22,955.67","19,56,42,62,605"
04-02-2023,"23,446.32","23,556.95","23,291.79","23,331.85","23,331.85","15,63,92,98,538"
03-02-2023,"23,469.41","23,678.10","23,279.96","23,449.32","23,449.32","27,08,30,66,007"
02-02-2023,"23,720.82","24,167.21","23,468.60","23,471.87","23,471.87","32,06,69,36,882"
01-02-2023,"23,137.84","23,764.54","22,877.75","23,723.77","23,723.77","26,68,32,55,504"
31-01-2023,"22,840.80","23,225.02","22,765.57","23,139.28","23,139.28","22,83,78,28,665"
30-01-2023,"23,774.65","23,789.35","22,657.58","22,840.14","22,840.14","27,20,55,95,568"
29-01-2023,"23,031.45","23,919.89","22,985.07","23,774.57","23,774.57","27,42,36,87,259"
28-01-2023,"23,079.96","23,165.90","22,908.85","23,031.09","23,031.09","14,71,29,28,379"
27-01-2023,"23,030.72","23,417.72","22,654.59","23,078.73","23,078.73","25,38,33,35,641"
26-01-2023,"23,108.96","23,237.08","22,911.37","23,032.78","23,032.78","26,35,78,39,322"
25-01-2023,"22,639.27","23,722.10","22,406.08","23,117.86","23,117.86","30,68,53,66,709"
24-01-2023,"22,929.63","23,134.01","22,549.74","22,636.47","22,636.47","26,40,50,69,715"
23-01-2023,"22,721.09","23,126.49","22,654.30","22,934.43","22,934.43","26,51,87,00,512"
22-01-2023,"22,777.99","23,056.73","22,387.90","22,720.42","22,720.42","24,74,63,86,230"
21-01-2023,"22,677.43","23,282.35","22,511.83","22,777.63","22,777.63","32,44,22,78,429"
20-01-2023,"21,085.37","22,692.36","20,919.13","22,676.55","22,676.55","28,79,91,54,319"
19-01-2023,"20,686.75","21,163.01","20,685.38","21,086.79","21,086.79","21,15,28,48,261"
18-01-2023,"21,161.05","21,564.50","20,541.54","20,688.78","20,688.78","30,00,56,25,418"
17-01-2023,"21,175.83","21,438.66","20,978.53","21,161.52","21,161.52","24,99,99,83,362"
16-01-2023,"20,882.22","21,360.88","20,715.75","21,169.63","21,169.63","26,79,24,94,050"
15-01-2023,"20,977.48","20,993.75","20,606.99","20,880.80","20,880.80","19,29,84,07,543"
14-01-2023,"19,910.54","21,075.14","19,907.83","20,976.30","20,976.30","38,96,77,84,639"
13-01-2023,"18,868.91","19,964.32","18,753.16","19,909.57","19,909.57","29,22,50,29,694"
12-01-2023,"18,117.59","19,030.09","17,995.20","18,869.59","18,869.59","34,97,13,38,710"
11-01-2023,"17,446.36","17,934.90","17,337.99","17,934.90","17,934.90","18,37,22,83,782"
10-01-2023,"17,192.95","17,484.72","17,162.99","17,446.29","17,446.29","15,80,83,38,949"
09-01-2023,"17,093.99","17,389.96","17,093.99","17,196.55","17,196.55","18,62,47,36,866"
08-01-2023,"16,954.15","17,091.14","16,924.05","17,091.14","17,091.14","9,76,88,27,914"
07-01-2023,"16,952.12","16,975.02","16,914.19","16,955.08","16,955.08","7,71,47,67,174"
06-01-2023,"16,836.47","16,991.99","16,716.42","16,951.97","16,951.97","14,41,36,62,913"
05-01-2023,"16,863.47","16,884.02","16,790.28","16,836.74","16,836.74","13,69,27,58,566"
04-01-2023,"16,680.21","16,964.59","16,667.76","16,863.24","16,863.24","18,42,17,43,322"
03-01-2023,"16,688.85","16,760.45","16,622.37","16,679.86","16,679.86","13,90,30,79,207"
02-01-2023,"16,625.51","16,759.34","16,572.23","16,688.47","16,688.47","12,09,77,75,227"
01-01-2023,"16,547.91","16,630.44","16,521.23","16,625.08","16,625.08","9,24,43,61,700"
31-12-2022,"16,603.67","16,628.99","16,517.52","16,547.50","16,547.50","11,23,91,86,456"
30-12-2022,"16,641.33","16,643.43","16,408.47","16,602.59","16,602.59","15,92,91,62,910"
29-12-2022,"16,552.32","16,651.76","16,508.68","16,642.34","16,642.34","14,47,22,37,479"
28-12-2022,"16,716.40","16,768.17","16,497.56","16,552.57","16,552.57","17,00,57,13,920"
27-12-2022,"16,919.29","16,959.85","16,642.07","16,717.17","16,717.17","15,74,85,80,239"
26-12-2022,"16,842.25","16,920.12","16,812.37","16,919.80","16,919.80","11,88,69,57,804"
25-12-2022,"16,847.51","16,860.55","16,755.25","16,841.99","16,841.99","11,65,63,79,938"
24-12-2022,"16,796.98","16,864.70","16,793.53","16,847.76","16,847.76","9,74,46,36,213"
